1,Time,Displacement,Force
,(s),(mm),(N)
"","0.0000","0.0000","-0.0970"
"","0.1000","0.0063","0.1742"
"","0.2000","0.0259","2.3099"
"","0.3000","0.0463","4.7364"
"","0.4000","0.0651","7.0547"
"","0.5000","0.0827","9.4581"
"","0.6000","0.0996","12.0937"
"","0.7000","0.1164","15.0850"
"","0.8000","0.1337","18.4833"
"","0.9000","0.1500","22.3155"
"","1.0000","0.1669","26.8362"
"","1.1000","0.1841","31.4150"
"","1.2000","0.2004","35.9424"
"","1.3000","0.2171","40.4922"
"","1.4000","0.2336","44.8919"
"","1.5000","0.2501","49.3834"
"","1.6000","0.2669","53.8192"
"","1.7000","0.2837","57.8967"
"","1.7980","0.3000","61.8103"
"","1.8000","0.3003","61.8855"
"","1.8400","0.3036","62.9544"
"","1.9400","0.3043","60.7398"
"","2.0400","0.3043","59.0995"
"","2.1400","0.3039","57.9770"
"","2.2400","0.3036","57.0787"
"","2.3400","0.3035","56.3805"
"","2.4400","0.3029","55.7118"
"","2.5400","0.3024","55.0812"
"","2.6400","0.3019","54.4845"
"","2.7400","0.3015","53.9423"
"","2.8400","0.3011","53.5003"
"","2.9400","0.3008","53.0626"
"","3.0400","0.3005","52.7224"
"","3.1400","0.3003","52.4002"
"","3.2400","0.3003","52.1218"
"","3.3400","0.3001","51.8607"
"","3.4400","0.3001","51.6787"
"","3.5400","0.3001","51.4512"
"","3.6400","0.3000","51.2511"
"","3.7400","0.3000","51.0416"
"","3.8000","0.3000","50.9526"
"","3.8020","0.3000","50.9497"
"","3.8460","0.3000","50.8740"
"","3.9460","0.3047","51.2883"
"","4.0460","0.3247","58.4581"
"","4.1460","0.3455","65.4294"
"","4.2460","0.3644","70.3976"
"","4.3460","0.3819","74.4201"
"","4.4460","0.3993","77.9990"
"","4.5460","0.4164","81.0118"
"","4.6460","0.4335","83.6479"
"","4.7460","0.4503","86.0111"
"","4.8460","0.4672","88.1561"
"","4.9460","0.4836","89.8135"
"","5.0460","0.5000","91.4963"
"","5.1460","0.5169","93.1326"
"","5.2460","0.5333","94.4647"
"","5.3460","0.5501","95.9410"
"","5.4460","0.5672","97.2896"
"","5.5460","0.5839","98.5411"
"","5.6440","0.6001","99.7482"
"","5.6460","0.6005","99.7672"
"","5.6740","0.6032","99.9539"
"","5.7740","0.6040","97.1021"
"","5.8740","0.6040","94.9586"
"","5.9740","0.6035","93.4185"
"","6.0740","0.6035","92.2310"
"","6.1740","0.6033","91.1996"
"","6.2740","0.6031","90.3322"
"","6.3740","0.6025","89.5108"
"","6.4740","0.6020","88.7604"
"","6.5740","0.6016","88.0950"
"","6.6740","0.6012","87.5055"
"","6.7740","0.6009","86.9705"
"","6.8740","0.6007","86.4786"
"","6.9740","0.6004","86.0559"
"","7.0740","0.6003","85.6409"
"","7.1740","0.6001","85.2873"
"","7.2740","0.6001","84.9498"
"","7.3740","0.6001","84.6475"
"","7.4740","0.6001","84.3520"
"","7.5740","0.6000","84.0559"
"","7.6460","0.6000","83.8712"
"","7.6480","0.6000","83.8641"
"","7.6840","0.6000","83.7529"
"","7.7840","0.6045","83.9917"
"","7.8840","0.6245","89.1602"
"","7.9840","0.6453","93.8410"
"","8.0840","0.6644","97.1803"
"","8.1840","0.6820","99.9225"
"","8.2840","0.6995","102.3922"
"","8.3840","0.7169","104.5883"
"","8.4840","0.7333","106.5155"
"","8.5840","0.7503","108.4556"
"","8.6840","0.7668","110.2307"
"","8.7840","0.7833","112.0092"
"","8.8840","0.8001","113.9290"
"","8.9840","0.8169","115.6293"
"","9.0840","0.8335","117.3786"
"","9.1840","0.8505","119.3217"
"","9.2840","0.8673","121.0050"
"","9.3840","0.8836","122.7077"
"","9.4840","0.9003","124.5801"
"","9.4860","0.9007","124.6167"
"","9.5160","0.9031","124.9388"
"","9.6160","0.9037","121.7825"
"","9.7160","0.9037","119.5336"
"","9.8160","0.9033","117.8800"
"","9.9160","0.9032","116.5516"
"","10.0160","0.9032","115.4459"
"","10.1160","0.9029","114.4805"
"","10.2160","0.9025","113.5999"
"","10.3160","0.9021","112.7781"
"","10.4160","0.9017","112.0342"
"","10.5160","0.9013","111.3367"
"","10.6160","0.9011","110.7341"
"","10.7160","0.9008","110.1728"
"","10.8160","0.9005","109.6851"
"","10.9160","0.9004","109.2266"
"","11.0160","0.9003","108.7798"
"","11.1160","0.9001","108.3984"
"","11.2160","0.9001","108.0320"
"","11.3160","0.9000","107.6905"
"","11.4160","0.9000","107.3439"
"","11.4860","0.9000","107.1481"
"","11.4880","0.9000","107.1406"
"","11.5260","0.9000","107.0016"
"","11.6260","0.9044","107.2607"
"","11.7260","0.9247","113.3609"
"","11.8260","0.9453","119.0518"
"","11.9260","0.9643","123.2705"
"","12.0260","0.9823","127.0412"
"","12.1260","0.9997","130.3578"
"","12.2260","1.0165","133.2227"
"","12.3260","1.0331","136.1768"
"","12.4260","1.0503","139.2011"
"","12.5260","1.0667","141.9647"
"","12.6260","1.0833","144.8335"
"","12.7260","1.1003","147.6989"
"","12.8260","1.1171","150.5753"
"","12.9260","1.1337","153.5073"
"","13.0260","1.1504","156.4059"
"","13.1260","1.1668","159.2166"
"","13.2260","1.1833","162.3234"
"","13.3240","1.2000","165.5063"
"","13.3260","1.2004","165.5797"
"","13.3540","1.2031","166.3817"
"","13.4540","1.2040","162.5660"
"","13.5540","1.2040","159.4847"
"","13.6540","1.2035","157.3277"
"","13.7540","1.2035","155.5545"
"","13.8540","1.2032","154.0600"
"","13.9540","1.2031","152.8217"
"","14.0540","1.2028","151.7160"
"","14.1540","1.2017","150.5750"
"","14.2540","1.2016","149.7032"
"","14.3540","1.2013","148.8590"
"","14.4540","1.2011","148.0259"
"","14.5540","1.2008","147.2686"
"","14.6540","1.2007","146.6070"
"","14.7540","1.2004","145.9945"
"","14.8540","1.2003","145.4175"
"","14.9540","1.2003","144.8805"
"","15.0540","1.2001","144.3625"
"","15.1540","1.2001","143.9368"
"","15.2540","1.2001","143.5204"
"","15.3260","1.2001","143.2362"
"","15.3280","1.2001","143.2287"
"","15.3740","1.2001","143.0291"
"","15.4740","1.2041","143.3352"
"","15.5740","1.2244","152.0577"
"","15.6740","1.2452","160.8599"
"","15.7740","1.2644","167.8480"
"","15.8740","1.2823","173.5453"
"","15.9740","1.2993","178.7355"
"","16.0740","1.3163","183.8825"
"","16.1740","1.3331","189.0747"
"","16.2740","1.3500","194.1512"
"","16.3740","1.3668","199.2187"
"","16.4740","1.3839","204.7731"
"","16.5740","1.4005","209.8062"
"","16.6740","1.4168","215.1716"
"","16.7740","1.4336","220.8263"
"","16.8740","1.4501","226.4019"
"","16.9740","1.4667","232.5178"
"","17.0740","1.4836","238.8530"
"","17.1740","1.5003","245.2834"
"","17.1760","1.5005","245.4234"
"","17.1980","1.5029","246.8628"
"","17.2980","1.5041","241.7474"
"","17.3980","1.5041","236.7743"
"","17.4980","1.5039","233.3210"
"","17.5980","1.5037","230.6152"
"","17.6980","1.5035","228.3094"
"","17.7980","1.5032","226.3156"
"","17.8980","1.5028","224.4423"
"","17.9980","1.5024","222.6814"
"","18.0980","1.5019","221.0461"
"","18.1980","1.5013","219.5488"
"","18.2980","1.5011","218.2475"
"","18.3980","1.5007","217.0627"
"","18.4980","1.5005","216.0508"
"","18.5980","1.5003","215.0898"
"","18.6980","1.5001","214.2822"
"","18.7980","1.5001","213.5199"
"","18.8980","1.5001","212.8372"
"","18.9980","1.5000","212.1896"
"","19.0980","1.5000","211.5295"
"","19.1760","1.5000","211.0134"
"","19.1780","1.5000","211.0026"
"","19.2060","1.5000","210.8650"
"","19.3060","1.5043","211.5480"
"","19.4060","1.5243","227.0436"
"","19.5060","1.5449","243.3581"
"","19.6060","1.5637","256.5118"
"","19.7060","1.5819","268.1589"
"","19.8060","1.5991","279.2929"
"","19.9060","1.6163","290.6591"
"","20.0060","1.6335","301.5222"
"","20.1060","1.6501","312.6116"
"","20.2060","1.6669","324.3987"
"","20.3060","1.6835","336.0075"
"","20.4060","1.6999","347.7349"
"","20.5060","1.7167","361.0046"
"","20.6060","1.7336","374.6431"
"","20.7060","1.7500","388.3818"
"","20.8060","1.7668","403.8522"
"","20.9060","1.7839","419.8964"
"","21.0060","1.8001","436.1901"
"","21.0080","1.8005","436.5121"
"","21.0460","1.8036","441.0251"
"","21.1460","1.8041","429.9114"
"","21.2460","1.8041","421.3038"
"","21.3460","1.8039","415.3737"
"","21.4460","1.8039","410.3116"
"","21.5460","1.8036","406.1434"
"","21.6460","1.8033","402.2931"
"","21.7460","1.8029","398.7380"
"","21.8460","1.8023","395.2534"
"","21.9460","1.8017","392.1041"
"","22.0460","1.8013","389.2294"
"","22.1460","1.8009","386.7299"
"","22.2460","1.8007","384.5350"
"","22.3460","1.8004","382.6456"
"","22.4460","1.8003","380.9258"
"","22.5460","1.8001","379.4564"
"","22.6460","1.8001","378.0576"
"","22.7460","1.8000","376.7123"
"","22.8460","1.8000","375.5569"
"","22.9460","1.8000","374.4052"
"","23.0080","1.8000","373.7161"
"","23.0100","1.8000","373.6942"
"","23.0500","1.8000","373.2897"
"","23.1500","1.8041","374.9139"
"","23.2500","1.8235","408.4111"
"","23.3500","1.8445","447.2627"
"","23.4500","1.8637","479.3475"
"","23.5500","1.8816","509.2043"
"","23.6500","1.8989","537.8472"
"","23.7500","1.9163","567.7243"
"","23.8500","1.9333","596.1501"
"","23.9500","1.9495","625.4077"
"","24.0500","1.9664","656.7943"
"","24.1500","1.9831","688.7285"
"","24.2500","1.9996","723.2863"
"","24.3500","2.0167","760.0117"
"","24.4500","2.0333","796.8291"
"","24.5500","2.0500","837.4089"
"","24.6500","2.0665","878.3059"
"","24.7500","2.0831","920.5263"
"","24.8500","2.0993","965.5792"
"","24.8540","2.1000","967.3915"
"","24.8560","2.1003","968.3071"
"","24.8760","2.1020","976.9906"
"","24.9760","2.1033","968.8970"
"","25.0760","2.1033","952.0623"
"","25.1760","2.1029","939.9846"
"","25.2760","2.1028","931.0073"
"","25.3760","2.1027","922.6802"
"","25.4760","2.1021","915.4460"
"","25.5760","2.1021","909.5366"
"","25.6760","2.1021","904.2129"
"","25.7760","2.1020","899.4012"
"","25.8760","2.1019","894.9697"
"","25.9760","2.1017","890.6943"
"","26.0760","2.1015","886.5022"
"","26.1760","2.1012","882.5420"
"","26.2760","2.1011","878.7703"
"","26.3760","2.1008","875.2650"
"","26.4760","2.1007","871.9446"
"","26.5760","2.1005","869.0420"
"","26.6760","2.1004","866.3997"
"","26.7760","2.1004","863.8914"
"","26.8560","2.1003","861.8922"
